ID|Tweet|Subtask_A
|af insanlarn haketmelerine bakmaz vicdan konu bahsinde nefes alyorsa can ver unuttuklarna belki de varln dier baarlara muktedirdir|OTHER
|tam benim sergileyeceim bi duru hahahahah|OTHER
|user user bang pd jungkook ile kebap gmd|OTHER
|"trk milliyetiliini ""milleti sevmek ve ykselmesi iin almaktan"" ibaret gsterenlerin ayr bir dnya gr ve yce bir lk olduu uuruna eremeyenlerin milliyeti cephede yerleri yoktur ! galip erdem"|OTHER
|nsanlarn ld hi bir dava hakl deildir newzealandterroristattack|OTHER
|bam aryor diyorum ama aslnda beynim aryor ve artk kaldramyorum anlamnda aryor|OTHER
|gne scak glge serin en sevdiim byc salazar slytherin|OTHER
|user hazm fazoya sinann gzne grnme dedi ya ona diyorum|OTHER
|ya o degil 31 mart gecesinden bu yana deliler kuyuya ta atiyor bizler de cikarmak icin milyon arguman sunuyoruz! keske kendi haline birakabilsek sevim|OTHER
|sen yine de ok alma|OTHER
|ocuun annesi yannda bana diyor acktm diye i ain't your mama|OTHER
|user gnaydn abi rica etsem sekerbank bakabilirmisin ayagna sanki ta baglamlar 1 21 maliyet gelse vericem gitsin|OTHER
|user yapmaaaa az nce bitirdim lyorum |OTHER
|user merhaba teslimat srecinde yaanan aksaklk iin zgnm rnleriniz size teslim edilemedii iin iade olarak ynlendirilmi kargo ube yetkililerine ve genel mdrlne gerekli bilgilendirmeleri ve uyarlar yaplmtr anlaynz iin teekkrler|OTHER
|emlakveemlakynetimi program niversitelerin 37 programnda vardr 20bin mezunumuzla devletimizin verdii istihdam hakmz user da userda belediyelerde ve milli emlakta 5bin kadro istiyoruz user user user user user|OTHER
|nerelerden geri dndk yine dneriz demi|OTHER
|arsenal kiev vorskla team 2 1 5 st 1 90 ileekk|OTHER
|user eee videoyu o ekti yeterli onun icin|OTHER
|sebep olan yapan gibidir! yilikte de ktlkte de hadisi erif|OTHER
|sana giden yollar kapal diye bakalarnn ak kapsna gidecek halim yoktu bende kapal kapna diz ktm bekliyorum 00 17|OTHER
|kim demi krmz kta geilmez diye rahmetli geerdi |OTHER
|birumutol askerirenciye biri ehit kz 3 harbiyeli kadn rencisin ahlar temiz olduu halde mebbet aldi user user user user user user user user user user|OTHER
|user bence sen bana kyamazsn seni u fandomda benim kadar seven var m|OTHER
|user o kavumay hayal edebiliyor musun sarlan iki kiinin birbirine kaburgalarn i ie geirecek kadar smsk tutunmasn|OTHER
|her ey  misli ard nerde oy akyla yanan arkadalar|OTHER
|user user sorma be birader 160 tane general hereyi hesap etmiler de tankn egzozuna don atlet tkayarak darbenin engellenebileceini dnememiler!!!|OTHER
|peki ya uruna yakp yktklarm|OTHER
|user user thale olan bamll azaltr ama telefondan rnek verirsek ben bugn phonex alamyorum nk 10000tl mecbur yerliye yneleceim 2000 tl olanna  piyasada rekabet artarsa geliim de ona oranla artacaktr kr kartmak kolay ama sevinilecek bir durum yok ortada kesinlikle|OTHER
|user tabi ki de iyi dusunuyorsun sen ben hepimiz iyiliini dnyoruz ama o kz baya yanl anlam yanl anlayan biriymi zaten|OTHER
|user ay ah vah vekillerin orbas 2tlmi olacakm yazk bak imdi fena zldum|OTHER
|user valla iyikide hidayet trkolu o kutsal formayi giyip kirletmemi ama mesut farkl gelecek seneye |OTHER
|sizliin kokusunu imdiden alyorum mezun olacama bile sevinemiyorum ne ac hshshshs|OTHER
|user yi gunler hocam kltr kapsna bisikletliler icin zm retebilir misiniz niversiteye girmek icin bisikletten inip kocaman ar bir kapy tek elle amaya alrken ayni zamanda dier elle bisikleti tutmaya almak ok zor|OTHER
|bakalarnn ne dnd benim onlara bakalar dediim srece hi bir nemi yok|OTHER
|tezgaha barda ok sert indirdim atlad fakat dalmad ince ince su szdryor yemin ederim ben de hayatma ayn byle devam ediyorum|OTHER
|siyaseti mevcut biim ve ierik tablosunda yerel seimlerde partilerin sadece aday gstermesi yeterli propaganda faaliyetleri gereksizleti semen bu kutuplama ortamnda kimin ne nerdiine bakmakszn sadece partisinin adayna ynelecek|OTHER
|user o isler oyle olmuyor maalesef bu katliami durdurmak icin her alanda guclu olacaksin alacaksn ite o zaman allah yardm eder|OTHER
|bugn dava arkadam yanndaym niye tekrardan rendik ki hakkyla alana doru ola emeyi geene bu yolda gece gndz demeden var younu koyan hak davasn dan hamayan gzel insan yanndaym annadm ki emeksiz ekmek yok derdin senin (emeyeyine nerde sayg insan|OTHER
|yarn doum gnm ek ders koymusunuz hocam baya gzel bi hediye|OTHER
|yllar sonra onu bir bankta baka birinin omuzlarnda grdmde canm yanmayacak kadar unutmu olmay dileyebilirim bundan tesi yok|OTHER
|user user kars ya da sevgilisi dedim zaten ne bilim ben adamn seceresini|OTHER
|metinleri tarih iinde anlamlandrmaya inandnz deerleri daha berraklatrmaya ve de tarihi doru bir ekilde gzlemlemeye tevik ederler tm bunlarn dnda dini gr farkl insanlarn yaamlarn hassasiyetlerini nceliklerini ve ahlaki deerlerini anlamanz salar|OTHER
|anl ve murat yartktan sonraki sahne ok gerilimdi mzik arkadan geliyor herkesin susarak birbirine bakmas gsteriliyor srekli bir ey olacak diye korktum kajsjsjsksjdidid size yle gelmedi mi survivor2018 anlberkbaki abbfc|OTHER
|user user ahaha neler grdk biz nelerrr|OTHER
|user user zorunlu semeli ite ad bile sama bi daha nerdeyse hi kullanmayacamz bir dil resmen iin yoksa snavna hazrlan gemeye al|OTHER
|user daha ok getirilmesi midi ve dilei ile ellerinize salk|OTHER
|user bir sampiyon olana kadar byle twitler atma|OTHER
|user gnaydn ayten ailenle birlikte mutlu huzurlu bayramlar diliyorum|OTHER
|user eheh bilmem ) ok da eyetmiyim dver beni (|OTHER
|5 senedir ben arfa gelicek diye bekliyoruz adam heer sene farkli takma transfer oluyor|OTHER
|yle bir gl var ki sanki alkoll gecenin sabahnda souk portakal suyu buldum|OTHER
|bence haftann goln trabzonspor formas giyen abdlkadir mr att|OTHER
|lahi y rabbi dinimizin devletimizin milletimizin ve lem i slamn bekasn sarsacak her trl dahili ve harici beladan bizleri muhafaza eyle lahi y rabbi fitne ateiyle bizi yakmak isteyenlere izzetimize erefimize ve kardeliimize gz dikenlere frsat verme|OTHER
|ki aday da yeil lik vaadiyle kyor kreler var ortak olarak ev kadnlar hedefte insallah kim kazanrsa szn yerine getirir|OTHER
|bu hasret bitsin diplomayaalandegisikligi bir an nce yaplmal maduriyetler giderilmelidir user user user user user user user user user user user user user|OTHER
|3 etkinlik grubunda benim hesabm unutmular abi bylw bi ey nasl olabiliyo ya grubunu kurduum etkinlikta benim hesabm yok gerekten bilerek yaptklarn falan dnyorum artk|OTHER
|yorgunsun! anlatmaktan deil susmaktan yaamaktan deil yaayamamaktan o kadar yorgunsun ki krgnsn! tm gemiine alayamamaktan! beklemek zor sabretmek zor yorgunluun penesinde suskunluun zirvesinde mrnn her kesinde|OTHER
|cahil kadn sylemidir 'ben bilmem beyim anlar'|OTHER
|insan baz yerlere nasl gittiini hatrlamyor da nasl dndn unutamyor|OTHER
|ufak eylere takldn dndnz insanlara ayn meseleyi kk ya da byk ka kere yaattnz ka kere alttan alndnz ve onun da bir sabr olduunu nasl gzel unutuyorsunuz ayn ey bin kere olunca en kne bile hata gzyle bakamyorum artk ben|OTHER
|beni ilgilendirmez demeyi bilen ok az insan var yle deil ama varsayalm ki avm'de ort giymek yersiz 100 kere de savunacaz 1000 kere de savunacaz gericilii rahatsz eden her eyi savunacaz|OTHER
|biz senin krt olman dert etmiyorken new version of ben senin krt olduunu tahmin etmitim aslnda ama ayp olur diye sylemedim|OTHER
|yarna hasta olarak uyanacan bilmek hissi ok kt|OTHER
|user user bteyi bahane etmeden atama talebimizi bir an nce gerekletirin ltfen koyuna danaya dveye var olan bte personel istihdami iin de olmaldr mevcut personel projelere masa banda m sahip kacak sahada personel lazm gthb5bn ziraatmh5000|OTHER
|(slm anlama ve yaama yolunda) ilim talep etmek nafile namaz klmaktan daha stndr mam afi (rah ) semerkand takvimi|OTHER
|geliruzmanlar3600istiyor anlayn halimizden duyun sesimizi sayn cumhurbakanm user|OTHER
|user hahah tamam canim onu da baska zaman tadariz ) zaten ben erkegim erkek yok yazmissin profilde dolayisiyla senin icin n a'yim sanirim )|OTHER
|user sedann profilini kim ele geirdi sen kimsin ablam geri ver!|OTHER
|user yle bir manitimiz olmad be user|OTHER
|user user user user tarmaatama sznunutma retmek kendimize ve lkemize faydal olmak isteyen biz 21branl zraat mhendsler en ksa srede 5000atama istiyoruz 2yildir atama ilan grmek iin alyoruz 21branlziraatmhendisleriatamabekliyor ziraatmh5000 603|OTHER
|550atanamayansalkmecliste krdn o kalbi kadrola ltfen user user user user user user user user user|OTHER
|47 kerem yemek istiyor aye alar erturul burcu zberk afiliak keremyiiter ayeyiiter ayker alarerturul burcuzberk|OTHER
|user o zaman namaz zh ve huu iindd klyosun ve o gnl ferahl uykuyu getiriyo demek aceleye gelmiyo demek|OTHER
|aklanmas gereken dnce ve para ozarks|OTHER
|kalbin kararn akl tartar bu una benzer akl esnaftr una da akl yaralanr kalp yaralanmaz nk yaradr ~ahmet murat~|OTHER
|user bu oyuncu seimlerini aykut yapsayd u an buras galiz kufurlerden yanyordu cocu yeni geldi barcann eskisi comolli ali ko getirdi aman tek kelime etmeyelim mevzusu var u an herkeste takma inanabilirim ama hocaya inancm 2 mata kaybettim|OTHER
|user user 24 haziran gecesi ne eksikti siyaset byle bir ey arkadalar herkes kendini dnr olan sana bana olur|OTHER
|user ay utandm imdi pazarda don falan seiyorum ben merkezdeki carrefoura gittik biz dier ihtiyalar iin ama pek tavsiye etmem axise migros alyormu onu bekliyoruz|OTHER
|"user ""beni grmek demek mutlaka yzm grmek deildir benim fikirlerimi benim duygularm anlyorsanz ve hissediyorsanz bu kafidir"" szn syleyen kii galiba "|OTHER
|user hafta sonu iin hazrz iftleri bekliyoruz|OTHER
|user senin tweetlerini okurken eglenmek icin u yarismayi izleyesim var ya|OTHER
|"user trabzonspor teknik heyetinden gkhan kandemir volkan'a ""kme deceksiniz"" diyor ve ba parman aaya doru ekilde gsteriyor volkan yaync kurulua aklama yaptktan sonra olas bir gerginlii nlemek adna takmla kn beklemeden kandemir'i gtryorlar"|OTHER
|bizim gmen komu bugn facebooka torunumu di atlardan yolcu ediyoruz yazm|OTHER
|adam kendi isteiyle gelirse belki baka ihtimal yok|OTHER
|ben de glerek 'beyenfendi ben miyopum yanl anlalmaya mahal verdiysem zr dilerim 'dedim eve dnerken beni takip ettii hissine kapldm ama arkama baknca kim var kim yok seemiyorum da sabaha kadar koltukta mangallk ilerden biriyle paranoya iinde oturacam mecbur|OTHER
|akhisarn kupa ampiyonluu halinde trabzonun avrupaya gidememe durumu enol hocam atelemi bu gazla kupay ald bile hocam d|OTHER
|user user user kardeim albayrak gitmi anlamtr son noktayi bakan denilen ahs koyar dikkat ettiysen abdurrahim havalimaninda indiinde kulbn aklamasndan haberi yoktu anlatk dedi o da duyunca ard bildiin mustafanin oyunlar|OTHER
|demirsporumuzun ma 2 1 malubiyeti ile biterse armam kulp ma ncesi 30 milyonluk borcu koridorlarda konuurken umarm ma vermemitir|OTHER
|''bir arkadam olmas'' allahm sen nasip et|OTHER
|user user ken sel e dnm ite reklamlar doruymu|OTHER
|allahn cezasna gnden gne balanmak|OTHER
|user user yorumcu beyefendiyle cok zor oluyor (|OTHER
|ki biradan sonra herkes herkesi seviyor gel biz seninle rak ielim|OTHER
|user onu brak da bugn yaklak 90 dakkalk otobs yolculuum oldu bir radyo akt ve muhalif sylemler vard ))|OTHER
|bir eye katlanlabilirliin ve bir eye inanabilirliin en zayf olduu dnemlerdeyim uzun zamandr tahamml denilen kelimenin hayatmda bir yer kaplamadn da syleyebilirim sanrm insan kendini insanlara ve yaama baml hissetmedii zaman yenildiini kabullenebiliyor|OTHER
|r e z a l e t ! bu kadar kolay olmamal! hayirlicumalar|OTHER
|btn hayrl olan dualarn kabul olmas umudu ile hayrlcumalar|OTHER
|kazanmay isterdim kaybetmeyi deil ama olmad yar '|OTHER
|user hala haftalk gelmedi ( ya da ben mi giremiyorum diner bey|OTHER
|ouzhan kardeim eer beikta'n deerini bilmezsen o kapdan knca ok piman olursun yeteneini ve kabiliyetlerini kullan mental adan kendini toparla ve profesyonel olarak zerine den mcadeleyi ver bu klpten sergen bile gitti user geldizamanhaydiouzhan|OTHER
|user banz sa olsun kardeim sabrlar dilerim allah rahmet eylesin|OTHER
|user luyi donk nzonzi seri sada jimmy solda emre ift forvet babel diagne i sahada bu 11'le k rakip zaten aykut kapanacak doldur ieri babel diagne kartrsn cezasahasn emre zaten prpr adam|OTHER
|sanrm bir kii kt durumda da olsa yardm istemeyene yardm etmenin saygszlk olarak nitelendirildii insan duygularn azalm olduu bir dnemde yayoruz mesela in'de boulmakta olan birini kurtararak onun kaderini deitirmek su saylyormu|OTHER
|yz ay gibiydi gece parlard benim iin deerin deer olduunu onda grmtm yamuru seviyor diye onu kskandm sana deiyor diye sarho olduunda her ey iftken sen tektin hep vel asl dnyam dediimin gkyznde yldz bile deilmiim|OTHER
|user 669 khk ile sorgusuz sualsiz yaa sen kimsin necisin nasil okudun nasl hayatlamcadele edip bu gunlere geldin atamasna 15 gn kala haklar verilmeyen ve uanda hibir kurumsal ie giremeyen khk ile yaftalanan evladimn hicbir illagal iliii iltisa olmayan velbalini aldlar|OTHER
|u hayatta o kadar ansszm ki bazen u an eskiehire hzl trenle gidiyorum ve tren trafik var diye durdu evet yanl duymadnz trafk var dye|OTHER
|saanak bir yamur sonras gelmi gibisin gkkua deilsin fakat ondan daha gzelsin|OTHER
|user user user user nk sylediklerin dnerek yazlm eyler deil|OTHER
|sozlesmeden sonra 17 gun icinde fatura kesildiginin bunun takibinin hayatin dogal seyrine aykiri oldugunu belirtmeme ragmen herhangi cozum getirilmedi lutfen acilen iletisim kurun 03236860525|OTHER
|user hocam az daha bastiralim usdt fiyatinda bir duzelme var turk borsalarinda|OTHER
|user sn user hocam siz de bize yardm edin 60 bin atama twitleri atalm bol bol diyorum ziyahoca60binretmenata|OTHER
|nstagram ben amadm temelli kapatmadm iin sresi gelince kendi alm bende uygulma bile yok|OTHER
|10 liraya bira mi olur vicdansizlar|OTHER
|nisan ay fikstrmz g a l a t a s a r a y trabzonspor genlerbirlii galatasaray galatasaray baakehir galatasaray|OTHER
|user burdan manitalara da bo olduunu belli ettin hadi gene iyisin yaptn yolunu|OTHER
|bu kanc yanm ama deilim hala alk|OTHER
|byk osmanl yoktur byk asurlular vardr osmanl'y ikiye katlar dile kolay 1200 yl pazar|OTHER
|kamil grosicki seydou doumbia santiago vergini 10 numaraya saivet yerine daha iyisi alnabilseydi gzel kadro olurdu aziz behich giderse chaker alhadhur gelsin balasn hemen ama stopere bir isim daha lazm ve eer almak zorunda olursak bu isim palomino olur en kt nielsen!|OTHER
|user bu sama bir anket adama mercedes vito mu yoksa st seviye ter kokulu tofa m diye sormakla ayn|OTHER
|user hayr tabii ki ben bir ilke bir duru olarak var olan skntlara gzn yumup bir g odana tutunmann problematik olduunu sylyorum birok insan siyasi rant iin katlmad adalet yryne ayn bu yaklam yznden istemeden kk'nin stratejisine ortak oldular|OTHER
|user canm sklyor ve sklyor canm|OTHER
|hayatmda ilk kez bir mitinge gittim hem de bu kadar gzel siyaset yapan birinin mitingine her eye ded her eye|OTHER
|bizler hep yllar boyu zgr olmak istedik ama bunun karlnda yalnz kaldk|OTHER
|yorumlarnz hikayeleriniz ok deerli her bir kelimeniz iin teekkr ederim travmalarnzdan sarlyorum|OTHER
|stanbul 1 blge 1 pervin buldan 2 musa pirolu 3 erkan ba 4 erol katrcolu 5 sema uar stanbul 2 blge 1 ahmet k 2 oya ersoy 3 hda kaya 4 mustafa avc 5 tlay korkutan|OTHER
|user user mahrem izgileri belirleyen ey o kiinin kiiliidir ona ait olan ftr bir durum karakter olarak deerlendirdiimiz daha geni anlamlar ierir bunlarda paylam yapmak bile yeterli hale gelir a evet duyarl biri merhametli vb eklinde bunlar kafede otursanzda anlarlar|OTHER
|"adam yazm bana ""bakanm belediyeye geldik makamnzda deildin "" benim makammda grmek isteyenler varsa gremezler beni benim makamm yok beni tarlada ya da kaldrm ta dizerken grrsnz"|OTHER
|of ben ok yoruldum yaadm hayattan keyif alyormu gibi davranmaktan|OTHER
|user asmal konak sa st ortada ezel )|OTHER
|hoseok oppacs bi profilim oldu ihbar etmeseler bari|OTHER
|ryamda yine taylanddaym yemin ederim orda bi secret var benim iin bu ne beee 2 gne bir ryamda taylanddayim sjsjshg bu sefer bombayi patlatiyorum dndm gece user n nian var ayamn tozuyla elbisemi giyip niana katlyorum hayirli olsun dars bekarlara ahahaha|OTHER
|user fenaym tipe baknca hi belli olmuyor aslnda evet bal kalmas iyi gerekten|OTHER
|sizde profile ak olduysaniz dm|OTHER
|user hakan abicim elabarsn jokeyinin yat i mi allah akna yazk deil mi kuponlarmza ltfen gerekli yerlere iletin abi|OTHER
|user din eittir cehalet korkmas gerekenden korkmaz isteyecei yerden istemez|OTHER
|ey asimo dondurmac asm o ey atai sek yak atei ey osaka ben deil o saka bayan abe yapma be abe sanki japonca deil trke konuuyoruz|OTHER
|user bu ey deil mi ya ekerli parfm beyaz converse kdkakdksjds|OTHER
|user user btc ters yaparsa sknt olur ki yapmaya baslad bile|OTHER
|horzum halka izle de gl kadn gr|OTHER
|keke her edebiyat tarihi senin gibi adam olayd|OTHER
|user ben ama sadece sevgiye deil normalde de am|OTHER
|nsanlara neden kendinizi anlatyorsunuz naslsa ilerine geleni duyacaklar yormayn tatl yreinizi|OTHER
|kkken bana ne olacaksn diye sorduklarnda itfaiye diyormuum shbsbxhejsjd|OTHER
|ok yksek bir yazard tahsin ycel zeki keskin gzlemleri olan hazrcevap kiilii yannda alak gnll sakin suskun bir grnt sergilerdi trke yazma konusunda ok titiz davrand iin rencilerinin de bu anlamda duyarl olmalarn isterdi|OTHER
|torpilimiz yok diye spor kompleksine bile kayit olamiyoruz icler acisi bir durum bir de ucretsiz spor diye afis yapmislar yandaslara ucretsiz yazsaydiniz ya|OTHER
|gzel dostluklar biriktirdim hepsi ehir dnda|OTHER
|user user sayn user bu karlan ahslarn gtrld iddia edilen orman iftliine uluslararas kurulularn temsilcileri ile gitssniz nasl olur|OTHER
|dikkat et! pimeyi beklemen yanmana sebep olmasn user|OTHER
|user benmi zlcemmm onu birakal cok oldu beeeeee|OTHER
|user user ran ile bir yerde ibirlii iinde kerkk referandumunu nlerken ran milisleri ile suriye'de atyoruz srail ile rnein b d l konularnda tam ibirlii iindeyken a c e konularnda atyoruz dnya artk her lke iin byle bir yer|OTHER
|kzlar bu kadar egolu olmak zorunda msnz|OTHER
|user derbiden haber ver derbiden dier malardaki 7sinden sonra|OTHER
|user teekkr ederim ahmet bey sizin de insaallah mutlu pazarlar|OTHER
|ok am var ama maalesef uyuycam iyi sabahlar|OTHER
|allah'm gadre ve hakszla uram hak ettii imkanlar zorla elinden alnm madur kardelerimize zlimin gaddar eliyle zulme maruz braklan mazlum kardelerimize tez zamanda serbest kalmalarn ve hak ettikleri hrriyet ve imkanlara kavumalarn ltfeyle|OTHER
